keys size 105505
values size 105505
counts size 105505
Initial Setup: 2425 ms
starting
124. |Ġcomm [c4 a0 63 6f 6d 6d ] | 194414 | 46 ms | 48 ms | shortlist: 3585
125. |Ġpart [c4 a0 70 61 72 74 ] | 192864 | 32 ms | 33 ms | shortlist: 1304
126. |ut [75 74 ] | 192307 | 29 ms | 37 ms | shortlist: 17201
127. |Ġestablish [c4 a0 65 73 74 61 62 6c 69 73 68 ] | 191821 | 35 ms | 36 ms | shortlist: 178
128. |Ġalso [c4 a0 61 6c 73 6f ] | 187833 | 28 ms | 28 ms | shortlist: 50
129. |Ġother [c4 a0 6f 74 68 65 72 ] | 186993 | 25 ms | 25 ms | shortlist: 188
130. |ial [69 61 6c ] | 186416 | 28 ms | 34 ms | shortlist: 13683
131. |Ġyear [c4 a0 79 65 61 72 ] | 183474 | 33 ms | 33 ms | shortlist: 213
132. |Ġby [c4 a0 62 79 ] | 181848 | 28 ms | 28 ms | shortlist: 439
133. |et [65 74 ] | 181046 | 27 ms | 36 ms | shortlist: 22274
134. |Ġan [c4 a0 61 6e ] | 180193 | 38 ms | 41 ms | shortlist: 8780
135. |ain [61 69 6e ] | 178842 | 33 ms | 37 ms | shortlist: 7515
136. |Ġprincip [c4 a0 70 72 69 6e 63 69 70 ] | 178600 | 33 ms | 33 ms | shortlist: 350
137. |ust [75 73 74 ] | 175331 | 29 ms | 33 ms | shortlist: 7318
138. |ig [69 67 ] | 171882 | 31 ms | 39 ms | shortlist: 18037
139. |Ġunder [c4 a0 75 6e 64 65 72 ] | 171648 | 35 ms | 37 ms | shortlist: 4501
140. |Ġfrom [c4 a0 66 72 6f 6d ] | 170172 | 32 ms | 32 ms | shortlist: 10
141. |Ġhuman [c4 a0 68 75 6d 61 6e ] | 169692 | 24 ms | 25 ms | shortlist: 878
142. |Ġpolitical [c4 a0 70 6f 6c 69 74 69 63 61 6c ] | 169548 | 30 ms | 30 ms | shortlist: 70
143. |ember [65 6d 62 65 72 ] | 169230 | 28 ms | 29 ms | shortlist: 607
144. |ist [69 73 74 ] | 169088 | 26 ms | 40 ms | shortlist: 31382
145. |Ġwould [c4 a0 77 6f 75 6c 64 ] | 167595 | 43 ms | 44 ms | shortlist: 23
146. |Ġthis [c4 a0 74 68 69 73 ] | 167506 | 26 ms | 26 ms | shortlist: 9
147. |ations [61 74 69 6f 6e 73 ] | 166040 | 23 ms | 31 ms | shortlist: 23541
148. |ive [69 76 65 ] | 164431 | 36 ms | 42 ms | shortlist: 16409
149. |ess [65 73 73 ] | 163652 | 37 ms | 50 ms | shortlist: 37994
150. |ere [65 72 65 ] | 161887 | 49 ms | 54 ms | shortlist: 12218
151. |el [65 6c ] | 161241 | 36 ms | 46 ms | shortlist: 25385
152. |ad [61 64 ] | 161009 | 38 ms | 47 ms | shortlist: 23423
153. |oc [6f 63 ] | 160984 | 38 ms | 46 ms | shortlist: 17698
154. |ore [6f 72 65 ] | 160941 | 37 ms | 40 ms | shortlist: 7924
155. |id [69 64 ] | 160489 | 34 ms | 42 ms | shortlist: 19376
156. |Ġac [c4 a0 61 63 ] | 160428 | 37 ms | 39 ms | shortlist: 5663
157. |Th [54 68 ] | 160012 | 32 ms | 33 ms | shortlist: 2503
158. |ay [61 79 ] | 158254 | 30 ms | 34 ms | shortlist: 10878
159. |ecurity [65 63 75 72 69 74 79 ] | 157788 | 34 ms | 34 ms | shortlist: 468
160. |Ġex [c4 a0 65 78 ] | 155811 | 28 ms | 32 ms | shortlist: 10961
161. |Ġres [c4 a0 72 65 73 ] | 155506 | 34 ms | 36 ms | shortlist: 3500
162. |Ġhas [c4 a0 68 61 73 ] | 155421 | 32 ms | 32 ms | shortlist: 82
163. |if [69 66 ] | 153655 | 26 ms | 33 ms | shortlist: 15799
164. |and [61 6e 64 ] | 153081 | 34 ms | 40 ms | shortlist: 17966
165. |Ġne [c4 a0 6e 65 ] | 151817 | 36 ms | 37 ms | shortlist: 4223
166. |us [75 73 ] | 150583 | 32 ms | 38 ms | shortlist: 16901
167. |Ġbetween [c4 a0 62 65 74 77 65 65 6e ] | 150432 | 34 ms | 35 ms | shortlist: 30
168. |Ġsupport [c4 a0 73 75 70 70 6f 72 74 ] | 150045 | 25 ms | 26 ms | shortlist: 268
169. |Ġcontinu [c4 a0 63 6f 6e 74 69 6e 75 ] | 149364 | 27 ms | 27 ms | shortlist: 310
170. |ĠP [c4 a0 50 ] | 147758 | 28 ms | 39 ms | shortlist: 30429
171. |Ġat [c4 a0 61 74 ] | 147089 | 39 ms | 40 ms | shortlist: 2239
172. |ect [65 63 74 ] | 147087 | 30 ms | 34 ms | shortlist: 7244
173. |ĠM [c4 a0 4d ] | 146738 | 33 ms | 44 ms | shortlist: 33738
174. |Ġwh [c4 a0 77 68 ] | 146589 | 43 ms | 44 ms | shortlist: 2693
175. |ĠCouncil [c4 a0 43 6f 75 6e 63 69 6c ] | 146528 | 46 ms | 47 ms | shortlist: 140
176. |Ġit [c4 a0 69 74 ] | 145907 | 28 ms | 29 ms | shortlist: 305
177. |Ġpeoples [c4 a0 70 65 6f 70 6c 65 73 ] | 145688 | 33 ms | 33 ms | shortlist: 120
178. |olution [6f 6c 75 74 69 6f 6e ] | 144906 | 25 ms | 26 ms | shortlist: 1207
179. |Ġimp [c4 a0 69 6d 70 ] | 143732 | 33 ms | 36 ms | shortlist: 6242
180. |ion [69 6f 6e ] | 143665 | 32 ms | 36 ms | shortlist: 8753
181. |end [65 6e 64 ] | 143409 | 33 ms | 38 ms | shortlist: 8812
182. |rough [72 6f 75 67 68 ] | 140688 | 35 ms | 36 ms | shortlist: 514
183. |iv [69 76 ] | 137587 | 26 ms | 36 ms | shortlist: 18095
184. |ge [67 65 ] | 135137 | 36 ms | 41 ms | shortlist: 11752
185. |ak [61 6b ] | 134500 | 35 ms | 40 ms | shortlist: 12893
186. |sion [73 69 6f 6e ] | 133797 | 35 ms | 41 ms | shortlist: 8930
187. |qu [71 75 ] | 133214 | 34 ms | 43 ms | shortlist: 17440
188. |Ġconflict [c4 a0 63 6f 6e 66 6c 69 63 74 ] | 131956 | 35 ms | 36 ms | shortlist: 206
189. |est [65 73 74 ] | 131842 | 29 ms | 36 ms | shortlist: 14290
190. |am [61 6d ] | 126162 | 33 ms | 45 ms | shortlist: 27779
191. |Ġv [c4 a0 76 ] | 124054 | 39 ms | 43 ms | shortlist: 8598
192. |Ġright [c4 a0 72 69 67 68 74 ] | 122186 | 31 ms | 32 ms | shortlist: 416
193. |Ġag [c4 a0 61 67 ] | 120287 | 28 ms | 30 ms | shortlist: 2739
194. |iz [69 7a ] | 118124 | 29 ms | 48 ms | shortlist: 34455
195. |Ġglobal [c4 a0 67 6c 6f 62 61 6c ] | 117308 | 45 ms | 46 ms | shortlist: 396
196. |ĠEurope [c4 a0 45 75 72 6f 70 65 ] | 116985 | 30 ms | 30 ms | shortlist: 344
197. |Ġor [c4 a0 6f 72 ] | 116615 | 27 ms | 28 ms | shortlist: 1979
198. |ff [66 66 ] | 115731 | 29 ms | 34 ms | shortlist: 7921
199. |ĠSecretary [c4 a0 53 65 63 72 65 74 61 72 79 ] | 115540 | 32 ms | 33 ms | shortlist: 307
200. |os [6f 73 ] | 114109 | 26 ms | 33 ms | shortlist: 18161
201. |ers [65 72 73 ] | 112877 | 35 ms | 44 ms | shortlist: 27399
202. |ie [69 65 ] | 112366 | 43 ms | 47 ms | shortlist: 8485
203. |Ġtheir [c4 a0 74 68 65 69 72 ] | 111763 | 32 ms | 32 ms | shortlist: 21
204. |� [e2 80 ] | 111415 | 25 ms | 26 ms | shortlist: 985
205. |ference [66 65 72 65 6e 63 65 ] | 110673 | 24 ms | 24 ms | shortlist: 856
206. |ant [61 6e 74 ] | 108719 | 27 ms | 35 ms | shortlist: 16319
207. |Ġproblem [c4 a0 70 72 6f 62 6c 65 6d ] | 108638 | 33 ms | 34 ms | shortlist: 104
208. |ot [6f 74 ] | 108360 | 28 ms | 35 ms | shortlist: 15046
209. |Ġcountries [c4 a0 63 6f 75 6e 74 72 69 65 73 ] | 106261 | 34 ms | 34 ms | shortlist: 149
210. |reat [72 65 61 74 ] | 106256 | 28 ms | 29 ms | shortlist: 2109
211. |ast [61 73 74 ] | 106217 | 28 ms | 33 ms | shortlist: 9706
212. |ious [69 6f 75 73 ] | 105518 | 31 ms | 35 ms | shortlist: 8844
213. |Ġsystem [c4 a0 73 79 73 74 65 6d ] | 103808 | 33 ms | 33 ms | shortlist: 381
214. |ri [72 69 ] | 103182 | 28 ms | 35 ms | shortlist: 14579
215. |Ġen [c4 a0 65 6e ] | 102541 | 33 ms | 36 ms | shortlist: 6353
216. |Ġapp [c4 a0 61 70 70 ] | 102476 | 32 ms | 34 ms | shortlist: 2929
217. |ĠPresident [c4 a0 50 72 65 73 69 64 65 6e 74 ] | 102444 | 31 ms | 31 ms | shortlist: 136
218. |ure [75 72 65 ] | 102290 | 27 ms | 31 ms | shortlist: 7860
219. |out [6f 75 74 ] | 101670 | 31 ms | 33 ms | shortlist: 4579
220. |Ġthose [c4 a0 74 68 6f 73 65 ] | 100918 | 31 ms | 32 ms | shortlist: 14
221. |ence [65 6e 63 65 ] | 100193 | 25 ms | 29 ms | shortlist: 8412
222. |all [61 6c 6c ] | 100173 | 30 ms | 34 ms | shortlist: 7830
223. |Ġcomp [c4 a0 63 6f 6d 70 ] | 98004 | 31 ms | 34 ms | shortlist: 4384
224. |ance [61 6e 63 65 ] | 97130 | 30 ms | 34 ms | shortlist: 8788
225. |our [6f 75 72 ] | 96516 | 31 ms | 35 ms | shortlist: 7383
226. |bility [62 69 6c 69 74 79 ] | 95440 | 32 ms | 35 ms | shortlist: 9366
227. |ap [61 70 ] | 95192 | 33 ms | 40 ms | shortlist: 14585
228. |um [75 6d ] | 94954 | 34 ms | 42 ms | shortlist: 18115
229. |Ġun [c4 a0 75 6e ] | 94342 | 35 ms | 48 ms | shortlist: 38167
230. |Ġconcern [c4 a0 63 6f 6e 63 65 72 6e ] | 92811 | 49 ms | 50 ms | shortlist: 102
231. |Ġlike [c4 a0 6c 69 6b 65 ] | 91446 | 28 ms | 28 ms | shortlist: 133
232. |able [61 62 6c 65 ] | 91411 | 26 ms | 35 ms | shortlist: 21829
233. |Ġint [c4 a0 69 6e 74 ] | 90612 | 35 ms | 37 ms | shortlist: 4580
234. |Ġdisarmament [c4 a0 64 69 73 61 72 6d 61 6d 65 6e 74 ] | 90165 | 41 ms | 41 ms | shortlist: 310
235. |ĠDevelopment [c4 a0 44 65 76 65 6c 6f 70 6d 65 6e 74 ] | 90048 | 27 ms | 28 ms | shortlist: 394
236. |od [6f 64 ] | 89958 | 27 ms | 33 ms | shortlist: 10969
237. |ard [61 72 64 ] | 89761 | 32 ms | 37 ms | shortlist: 9049
238. |Ġstrengthen [c4 a0 73 74 72 65 6e 67 74 68 65 6e ] | 89320 | 33 ms | 33 ms | shortlist: 129
239. |operation [6f 70 65 72 61 74 69 6f 6e ] | 89018 | 27 ms | 28 ms | shortlist: 738
240. |Ġsituation [c4 a0 73 69 74 75 61 74 69 6f 6e ] | 88944 | 28 ms | 28 ms | shortlist: 67
241. |Ġreg [c4 a0 72 65 67 ] | 88652 | 27 ms | 28 ms | shortlist: 1872
242. |up [75 70 ] | 86955 | 28 ms | 35 ms | shortlist: 11583
243. |ound [6f 75 6e 64 ] | 86016 | 32 ms | 35 ms | shortlist: 4032
244. |ong [6f 6e 67 ] | 85923 | 32 ms | 34 ms | shortlist: 5957
245. |ign [69 67 6e ] | 85852 | 32 ms | 34 ms | shortlist: 3453
246. |Ġterritor [c4 a0 74 65 72 72 69 74 6f 72 ] | 85432 | 57 ms | 57 ms | shortlist: 211
247. |Ġle [c4 a0 6c 65 ] | 85367 | 25 ms | 27 ms | shortlist: 3733
248. |Ġo [c4 a0 6f ] | 84392 | 29 ms | 34 ms | shortlist: 11929
249. |com [63 6f 6d ] | 83857 | 32 ms | 37 ms | shortlist: 9151
250. |clu [63 6c 75 ] | 83574 | 31 ms | 32 ms | shortlist: 1164
251. |Ġme [c4 a0 6d 65 ] | 83261 | 26 ms | 28 ms | shortlist: 2476
252. |ĠIn [c4 a0 49 6e ] | 83026 | 27 ms | 33 ms | shortlist: 15236
253. |Ġad [c4 a0 61 64 ] | 81858 | 32 ms | 35 ms | shortlist: 4469
254. |Ġnuclear [c4 a0 6e 75 63 6c 65 61 72 ] | 80775 | 29 ms | 30 ms | shortlist: 279
255. |Ġbeen [c4 a0 62 65 65 6e ] | 80345 | 26 ms | 26 ms | shortlist: 10
256. |Ġindepend [c4 a0 69 6e 64 65 70 65 6e 64 ] | 80082 | 22 ms | 22 ms | shortlist: 154
257. |Ġparticular [c4 a0 70 61 72 74 69 63 75 6c 61 72 ] | 80001 | 23 ms | 24 ms | shortlist: 410
258. |ress [72 65 73 73 ] | 79701 | 25 ms | 27 ms | shortlist: 2879
259. |Ġch [c4 a0 63 68 ] | 79397 | 27 ms | 30 ms | shortlist: 6472
260. |Ġsuch [c4 a0 73 75 63 68 ] | 78710 | 30 ms | 30 ms | shortlist: 11
261. |Ġsession [c4 a0 73 65 73 73 69 6f 6e ] | 78284 | 23 ms | 24 ms | shortlist: 162
262. |ĠCharter [c4 a0 43 68 61 72 74 65 72 ] | 77970 | 24 ms | 24 ms | shortlist: 152
263. |Ġbecause [c4 a0 62 65 63 61 75 73 65 ] | 77504 | 24 ms | 24 ms | shortlist: 29
264. |ult [75 6c 74 ] | 77389 | 21 ms | 27 ms | shortlist: 9056
265. |Ġtime [c4 a0 74 69 6d 65 ] | 77294 | 31 ms | 31 ms | shortlist: 135
266. |Ġcan [c4 a0 63 61 6e ] | 77096 | 26 ms | 27 ms | shortlist: 788
267. |Ġwork [c4 a0 77 6f 72 6b ] | 76790 | 26 ms | 26 ms | shortlist: 653
