keys size 881233
values size 881233
counts size 881233
Initial Setup: 24952 ms
starting
271. |Ġ\ [c4 a0 5c ] | 775765 | 391 ms | 398 ms | shortlist: 5282
272. |ak [61 6b ] | 767971 | 353 ms | 399 ms | shortlist: 103064
273. |yn [79 6e ] | 766992 | 383 ms | 424 ms | shortlist: 94415
274. |gy [67 79 ] | 752723 | 386 ms | 409 ms | shortlist: 52672
275. |hr [68 72 ] | 746648 | 384 ms | 427 ms | shortlist: 96036
276. |vo [76 6f ] | 744110 | 387 ms | 417 ms | shortlist: 64882
277. |ht [68 74 ] | 742707 | 392 ms | 427 ms | shortlist: 85353
278. |iqu [69 71 75 ] | 724524 | 389 ms | 403 ms | shortlist: 26304
279. |cs [63 73 ] | 715497 | 383 ms | 427 ms | shortlist: 109679
280. |ĠI [c4 a0 49 ] | 710817 | 383 ms | 442 ms | shortlist: 144575
281. |hy [68 79 ] | 708378 | 383 ms | 476 ms | shortlist: 211265
282. |Ġk [c4 a0 6b ] | 705711 | 388 ms | 404 ms | shortlist: 29173
283. |oa [6f 61 ] | 705474 | 379 ms | 419 ms | shortlist: 92731
284. |ĠT [c4 a0 54 ] | 702914 | 392 ms | 486 ms | shortlist: 226521
285. |ĠP [c4 a0 50 ] | 701555 | 398 ms | 528 ms | shortlist: 308898
286. |ĠR [c4 a0 52 ] | 685802 | 391 ms | 489 ms | shortlist: 202618
287. |tw [74 77 ] | 684584 | 395 ms | 419 ms | shortlist: 50415
288. |ĠO [c4 a0 4f ] | 679009 | 392 ms | 435 ms | shortlist: 99486
289. |ax [61 78 ] | 674577 | 389 ms | 413 ms | shortlist: 45322
290. |ĠD [c4 a0 44 ] | 671195 | 382 ms | 491 ms | shortlist: 243034
291. |dr [64 72 ] | 662693 | 385 ms | 443 ms | shortlist: 122244
292. |cy [63 79 ] | 660166 | 388 ms | 431 ms | shortlist: 95356
293. |}$ [7d 24 ] | 654379 | 386 ms | 401 ms | shortlist: 12115
294. |rp [72 70 ] | 643146 | 357 ms | 412 ms | shortlist: 107927
295. |je [6a 65 ] | 638126 | 385 ms | 407 ms | shortlist: 51462
296. |rb [72 62 ] | 627426 | 389 ms | 430 ms | shortlist: 88163
297. |ĠN [c4 a0 4e ] | 626141 | 395 ms | 459 ms | shortlist: 154012
298. |ps [70 73 ] | 622466 | 388 ms | 435 ms | shortlist: 104917
299. |yp [79 70 ] | 618218 | 386 ms | 440 ms | shortlist: 119430
300. |ym [79 6d ] | 610079 | 394 ms | 430 ms | shortlist: 70820
301. |nl [6e 6c ] | 608912 | 390 ms | 412 ms | shortlist: 50232
302. |ft [66 74 ] | 593181 | 389 ms | 414 ms | shortlist: 57438
303. |ks [6b 73 ] | 592021 | 389 ms | 413 ms | shortlist: 56676
304. |ĠE [c4 a0 45 ] | 585880 | 386 ms | 460 ms | shortlist: 164123
305. |Ġ2 [c4 a0 32 ] | 579760 | 388 ms | 408 ms | shortlist: 27722
306. |ey [65 79 ] | 565279 | 361 ms | 385 ms | shortlist: 53128
307. |wn [77 6e ] | 552176 | 389 ms | 400 ms | shortlist: 19090
308. |ki [6b 69 ] | 544937 | 380 ms | 448 ms | shortlist: 151472
309. |_{ [5f 7b ] | 543875 | 389 ms | 400 ms | shortlist: 11181
310. |dd [64 64 ] | 540044 | 357 ms | 374 ms | shortlist: 35614
311. |rl [72 6c ] | 537126 | 379 ms | 410 ms | shortlist: 71141
